id,nick,comment,refer_nick,refer,time,star
1429363572,Q--who,输液瓶里滴着你的希望，体温表里刻着你们的叮咛，你们总是☞默默无闻，静静奉献。,,,2分钟前,1
1429363572,拿铁Da人,评论冲10w+,,,4分钟前,0
1429363572,小青蛙跳进快乐池塘里,哭了.,悲痛本能,我的妈妈是一个普通人，在一所医院的办公室工作。因为这次疫情，她从大年初二直到她走的那天都没休过班。她走了，心脏呼吸骤停。同事朋友们都说她是太累了，是要去休息了。今天是她走的第10天，我坚信她是英雄。我在她50多年的生命中只陪了她不到20年。还有几个月就是我20岁生日了，我想我们一起过，妈,4分钟前,0
1429363572,传奇的草帽,真是有心了,AliceAnran_V9eR,没良心！！！,8分钟前,0
1429363572,传奇的草帽,你是那位说话不算话的某某某开的小号吧，啊？咋不直接用你那号怼我啊,AliceAnran_V9eR,没良心！！！,8分钟前,0
1429363572,无风香草,"光会来
别担心",,,12分钟前,1
1429363572,懨灄獿鷄,春天：我可能会迟到，但才不会缺席。,,,14分钟前,1
1429363572,传奇的草帽,你真是抬举我了,AliceAnran_V9eR,没良心！！！,15分钟前,0
1429363572,谦棋百怪-,解解太温柔了,,,21分钟前,0
1429363572,谦棋百怪-,mv看哭,,,22分钟前,0
1429363572,AliceAnran_V9eR,没良心！！！,传奇的草帽,哦，关我什么事~,23分钟前,0
1429363572,用户1505354444,昨天陪我度过了漫长的黑夜,,,28分钟前,0
1429363572,是谁的小宝贝儿,你是最平凡最勇敢,,,34分钟前,0
1429363572,金弋银马,.↘.良河,,,50分钟前,0
1429363572,wtfaukm,"在一树又一树的幼芽和花苞之下，在刺透窗帘的耀眼阳光中，春日的脚步声愈来愈坚定，愈来愈动听。而那些过去的苦难和苟且，那些缠绕不绝的烦恼，此刻也好像镀了金似的闪闪发光起来啦
✨",,,51分钟前,1
1429363572,传奇的草帽,哦，关我什么事~,故去的古曲,古人云：聪明用于正路，愈聪明愈好，而文学功名益成其美；聪明用于邪路，愈聪明愈谬，而文学功名适济其奸。望看到此言论的孩子和年轻人好自为之，且行亲珍惜。,53分钟前,0
1429363572,鸡控尼尼,谢谢邓紫棋 谢谢所有人美心善的天使（好久没来评论破5万嘞）,,,59分钟前,0
1429363572,Duktig_byz,"天台立本情无隔，一树花开两地芳。
若待林上花似锦，出门尽是看花人。
武汉加油！",,,59分钟前,1
1429363572,週末不打烊,道德绑架？？？,朱光辉Karry,很感动，但为什么没有你捐款的消息呢……,10:53,0
1429363572,橙子ORANG3,太好听了！又回来了,,,10:40,1
1429363572,传奇的草帽,没事没事，不过还是要谢谢你啊,h_wyyyy,[多多捂脸][多多捂脸]我打太急了 sorry～,10:34,0
1429363572,传奇的草帽,不要,LY-王小艾,请你两位原地在一起好了😂😂😂😂,10:34,0
1429363572,桃乐丝_yu,你妈妈是英雄！请一定好好照顾自己，她会一直在天上看着你的，你要幸福。,悲痛本能,我的妈妈是一个普通人，在一所医院的办公室工作。因为这次疫情，她从大年初二直到她走的那天都没休过班。她走了，心脏呼吸骤停。同事朋友们都说她是太累了，是要去休息了。今天是她走的第10天，我坚信她是英雄。我在她50多年的生命中只陪了她不到20年。还有几个月就是我20岁生日了，我想我们一起过，妈,10:33,1
1429363572,传奇的草帽,哎呀，也没有啦，你这样夸我我会怪不好意思的,故去的古曲,通过你的言论感觉你很聪明，之后觉得你并不十分单纯，到目前为止你更多的是卖弄。,10:32,0
1429363572,乔木iy,冲十万呀,,,10:28,1
1429363572,乔木iy,我来了,,,10:28,1
1429363572,乔木iy,冲鸭姐姐,,,10:28,1
1429363572,故去的古曲,古人云：聪明用于正路，愈聪明愈好，而文学功名益成其美；聪明用于邪路，愈聪明愈谬，而文学功名适济其奸。望看到此言论的孩子和年轻人好自为之，且行亲珍惜。,传奇的草帽,对了，我跟你讲啊，我最瞧不起的就是说话不算话的人，连约定都不能遵守的人能有什么作为呢？你说呢,09:55,0
1429363572,也许-----------,累吗？ 再坚持一下，好吗？,,,09:50,4
